questionLink,questionTitle,questionVotes,questionViews,questionAnsCount
https://stackoverflow.com/questions/8554043/what-is-a-clearfix,What is a clearfix?,1056,689k views,9
https://stackoverflow.com/questions/4057440/is-chrome-s-javascript-console-lazy-about-evaluating-objects,Is Chrome’s JavaScript console lazy about evaluating objects?,152,30k views,7
https://stackoverflow.com/questions/14049480/what-are-the-nuances-of-scope-prototypal-prototypical-inheritance-in-angularjs,What are the nuances of scope prototypal / prototypical inheritance in AngularJS?,1049,154k views,3
https://stackoverflow.com/questions/232535/how-do-i-use-reflection-to-call-a-generic-method,How do I use reflection to call a generic method?,1200,311k views,8
https://stackoverflow.com/questions/728360/how-do-i-correctly-clone-a-javascript-object,How do I correctly clone a JavaScript object?,3455,2.1m views,76
https://stackoverflow.com/questions/2158395/flatten-an-irregular-list-of-lists,Flatten an irregular list of lists,500,175k views,48
https://stackoverflow.com/questions/223918/iterating-through-a-collection-avoiding-concurrentmodificationexception-when-re,"Iterating through a Collection, avoiding ConcurrentModificationException when removing objects in a loop",1267,503k views,30
https://stackoverflow.com/questions/1458633/how-to-deal-with-floating-point-number-precision-in-javascript,How to deal with floating point number precision in JavaScript?,733,539k views,47
https://stackoverflow.com/questions/43055706/how-do-i-return-the-response-from-an-observable-http-async-call-in-angular,How do I return the response from an Observable/http/async call in angular?,127,42k views,10
https://stackoverflow.com/questions/39527571/are-shell-scripts-sensitive-to-encoding-and-line-endings,Are shell scripts sensitive to encoding and line endings?,74,39k views,12
https://stackoverflow.com/questions/137975/what-are-drawbacks-or-disadvantages-of-singleton-pattern,What are drawbacks or disadvantages of singleton pattern? [closed],2086,570k views,36
https://stackoverflow.com/questions/36628418/cleansing-user-passwords,Cleansing User Passwords,100,7k views,2
https://stackoverflow.com/questions/401656/secure-hash-and-salt-for-php-passwords,Secure hash and salt for PHP passwords,1228,245k views,14
https://stackoverflow.com/questions/5703552/how-can-i-center-text-horizontally-and-vertically-inside-a-div-block,How can I center text (horizontally and vertically) inside a div block?,1078,2.2m views,27
https://stackoverflow.com/questions/492384/how-to-find-the-sizeof-a-pointer-pointing-to-an-array,How to find the 'sizeof' (a pointer pointing to an array)?,368,472k views,16
https://stackoverflow.com/questions/1274057/how-can-i-make-git-forget-about-a-file-that-was-tracked-but-is-now-in-gitign,"How can I make Git ""forget"" about a file that was tracked, but is now in .gitignore?",6912,1.7m views,31
https://stackoverflow.com/questions/19590865/from-an-array-of-objects-extract-value-of-a-property-as-array,"From an array of objects, extract value of a property as array",1517,1.2m views,22
https://stackoverflow.com/questions/2693776/removing-trailing-newline-character-from-fgets-input,Removing trailing newline character from fgets() input,302,442k views,14
https://stackoverflow.com/questions/21895756/why-are-floating-point-numbers-inaccurate,Why are floating point numbers inaccurate?,232,56k views,5
https://stackoverflow.com/questions/2320069/jquery-ajax-file-upload,jQuery Ajax File Upload,825,1.6m views,27
https://stackoverflow.com/questions/215497/what-is-the-difference-between-public-protected-package-private-and-private-in,"What is the difference between public, protected, package-private and private in Java?",3459,2.4m views,30
https://stackoverflow.com/questions/768431/how-do-i-make-a-redirect-in-php,How do I make a redirect in PHP?,1433,3.3m views,33
https://stackoverflow.com/questions/4651437/how-do-i-set-a-variable-to-the-output-of-a-command-in-bash,How do I set a variable to the output of a command in Bash?,2081,2.3m views,14
https://stackoverflow.com/questions/7837456/how-to-compare-arrays-in-javascript,How to compare arrays in JavaScript?,1292,1.4m views,75
https://stackoverflow.com/questions/676824/how-to-calculate-the-difference-between-two-dates-using-php,How to calculate the difference between two dates using PHP?,768,969k views,34
https://stackoverflow.com/questions/19960077/how-to-filter-pandas-dataframe-using-in-and-not-in-like-in-sql,How to filter Pandas dataframe using 'in' and 'not in' like in SQL,670,800k views,10
https://stackoverflow.com/questions/59130200/selenium-wait-until-element-is-present-visible-and-interactable,"Selenium - wait until element is present, visible and interactable",53,88k views,5
https://stackoverflow.com/questions/2559527/non-static-variable-cannot-be-referenced-from-a-static-context,Non-static variable cannot be referenced from a static context,341,845k views,15
https://stackoverflow.com/questions/5004233/jquery-ajax-post-example-with-php,jQuery Ajax POST example with PHP,734,1.7m views,17
https://stackoverflow.com/questions/1663807/how-to-iterate-through-two-lists-in-parallel,How to iterate through two lists in parallel?,1101,959k views,7
https://stackoverflow.com/questions/5041494/selecting-and-manipulating-css-pseudo-elements-such-as-before-and-after-usin,Selecting and manipulating CSS pseudo-elements such as ::before and ::after using javascript (or jQuery),1058,772k views,25
https://stackoverflow.com/questions/5187530/variable-variables-in-javascript,"""Variable"" variables in JavaScript",113,86k views,8
https://stackoverflow.com/questions/1832940/why-is-using-eval-a-bad-practice,Why is using 'eval' a bad practice?,160,56k views,8
https://stackoverflow.com/questions/978061/http-get-with-request-body,HTTP GET with request body,2637,1.7m views,22
https://stackoverflow.com/questions/151777/how-can-i-save-an-activity-state-using-the-save-instance-state,How can I save an activity state using the save instance state?,2788,860k views,36
https://stackoverflow.com/questions/1894269/how-to-convert-string-representation-of-list-to-a-list,How to convert string representation of list to a list?,731,502k views,19
https://stackoverflow.com/questions/6491463/accessing-nested-javascript-objects-and-arrays-by-string-path,Accessing nested JavaScript objects and arrays by string path,575,293k views,42
https://stackoverflow.com/questions/79923/what-and-where-are-the-stack-and-heap,What and where are the stack and heap?,8847,1.7m views,30
https://stackoverflow.com/questions/109383/sort-a-mapkey-value-by-values,"Sort a Map<Key, Value> by values",1794,1.6m views,62
https://stackoverflow.com/questions/11064316/what-is-viewmodel-in-mvc,What is ViewModel in MVC?,466,370k views,15
https://stackoverflow.com/questions/1357118/event-preventdefault-vs-return-false,event.preventDefault() vs. return false,3145,900k views,14
https://stackoverflow.com/questions/30094047/post-an-html-table-to-ado-net-datatable,Post an HTML Table to ADO.NET DataTable,74,12k views,2
https://stackoverflow.com/questions/1433204/how-do-i-use-extern-to-share-variables-between-source-files,How do I use extern to share variables between source files?,1139,833k views,17
https://stackoverflow.com/questions/4810664/how-do-i-use-arrays-in-c,How do I use arrays in C++?,504,133k views,5
https://stackoverflow.com/questions/49775502/webdriverwait-not-working-as-expected,WebDriverWait not working as expected,10,9k views,1
https://stackoverflow.com/questions/24319662/from-inside-of-a-docker-container-how-do-i-connect-to-the-localhost-of-the-mach,"From inside of a Docker container, how do I connect to the localhost of the machine?",2410,1.5m views,35
https://stackoverflow.com/questions/49002/prefer-composition-over-inheritance,Prefer composition over inheritance?,1805,392k views,32
https://stackoverflow.com/questions/399078/what-special-characters-must-be-escaped-in-regular-expressions,What special characters must be escaped in regular expressions?,437,306k views,11
https://stackoverflow.com/questions/951021/what-is-the-javascript-version-of-sleep,What is the JavaScript version of sleep()?,3066,3.6m views,88
https://stackoverflow.com/questions/3730019/why-not-use-double-or-float-to-represent-currency,Why not use Double or Float to represent currency?,1103,352k views,16
https://stackoverflow.com/questions/32300132/why-cant-i-store-a-value-and-a-reference-to-that-value-in-the-same-struct,Why can't I store a value and a reference to that value in the same struct?,308,41k views,3
https://stackoverflow.com/questions/37549594/crash-or-segmentation-fault-when-data-is-copied-scanned-read-to-an-uninitializ,"Crash or ""segmentation fault"" when data is copied/scanned/read to an uninitialized pointer",59,11k views,5
https://stackoverflow.com/questions/8865458/how-do-i-vertically-center-text-with-css,How do I vertically center text with CSS? [duplicate],2549,3.8m views,37
https://stackoverflow.com/questions/161738/what-is-the-best-regular-expression-to-check-if-a-string-is-a-valid-url,What is the best regular expression to check if a string is a valid URL?,931,551k views,58
https://stackoverflow.com/questions/3561493/is-there-a-regexp-escape-function-in-javascript,Is there a RegExp.escape function in JavaScript?,529,157k views,16
https://stackoverflow.com/questions/142003/cross-thread-operation-not-valid-control-accessed-from-a-thread-other-than-the,Cross-thread operation not valid: Control accessed from a thread other than the thread it was created on,637,454k views,22
https://stackoverflow.com/questions/3342984/jstl-in-jsf2-facelets-makes-sense,JSTL in JSF2 Facelets... makes sense?,172,93k views,3
https://stackoverflow.com/questions/1085801/get-selected-value-in-dropdown-list-using-javascript,Get selected value in dropdown list using JavaScript,2127,4.9m views,29
https://stackoverflow.com/questions/979975/get-the-values-from-the-get-parameters-javascript,"Get the values from the ""GET"" parameters (JavaScript) [duplicate]",1601,2.6m views,64
https://stackoverflow.com/questions/19843506/why-does-my-arraylist-contain-n-copies-of-the-last-item-added-to-the-list,Why does my ArrayList contain N copies of the last item added to the list?,94,67k views,5
https://stackoverflow.com/questions/487258/what-is-a-plain-english-explanation-of-big-o-notation,"What is a plain English explanation of ""Big O"" notation?",5194,764k views,43
https://stackoverflow.com/questions/2100907/how-to-remove-delete-a-large-file-from-commit-history-in-the-git-repository,How to remove/delete a large file from commit history in the Git repository?,893,330k views,21
https://stackoverflow.com/questions/307179/what-is-javascripts-highest-integer-value-that-a-number-can-go-to-without-losin,What is JavaScript's highest integer value that a number can go to without losing precision?,1049,589k views,21
https://stackoverflow.com/questions/1680528/how-to-avoid-having-class-data-shared-among-instances,How to avoid having class data shared among instances?,166,32k views,7
https://stackoverflow.com/questions/3624280/how-to-use-sharedpreferences-in-android-to-store-fetch-and-edit-values,"How to use SharedPreferences in Android to store, fetch and edit values [closed]",599,705k views,31
